Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Indonesia,IDN,2894.86372,3074.44372,3276.85372,3495.27372,3716.50372,3941.26372,4194.34372,4472.77372,4686.80372,4928.59372,5191.79372,5486.46372,5792.95372,6109.48372,6446.84372,6788.55372,7133.39372,7508.63372,7924.85372,8370.89372,8799.30372,9402.47372,10039.03372,10528.86372,10992.66372,11461.41372,11962.22372
Iran,IRN,4632.65734,4859.87734,5088.15734,5325.17734,5590.18734,5862.90734,6138.73734,6407.80734,6716.06734,7098.09734,7470.02734,7868.13734,8269.56734,8687.66734,9134.33734,9602.75734,10111.67734,10630.57734,11171.71734,11725.53734,12298.09734,12886.66734,13497.92734,14117.19734,14766.14734,15408.25734,16064.14734
Iraq,IRQ,1209.25415,1254.86415,1313.92415,1377.23415,1448.51415,1522.80415,1592.24415,1660.49415,1732.80415,1805.02415,1877.41415,1962.68415,2049.87415,2140.91415,2254.90415,2368.33415,2467.02415,2529.12415,2622.19415,2726.65415,2838.75415,2973.02415,3125.62415,3290.99415,3459.30415,3626.12415,3794.61415
Ireland,IRL,1009.07152,1042.65152,1076.07152,1109.72152,1144.49152,1180.28152,1217.69152,1256.44152,1297.09152,1339.47152,1384.66152,1432.22152,1478.25152,1523.88152,1570.00152,1618.03152,1665.52152,1713.10152,1760.35152,1802.42152,1844.05152,1882.01152,1920.15152,1957.27152,1993.90152,2032.29152,2072.56152
Israel,ISR,632.26574,668.98574,711.74574,756.78574,805.14574,856.20574,909.25574,965.09574,1022.14574,1077.79574,1138.00574,1201.54574,1261.30574,1324.14574,1383.11574,1440.02574,1502.44574,1565.46574,1633.67574,1698.09574,1766.91574,1835.98574,1911.45574,1978.46574,2043.01574,2110.28574,2176.74574
Italy,ITA,11912.40773,12347.28773,12782.54773,13211.44773,13632.89773,14080.40773,14521.08773,14965.54773,15421.64773,15882.35773,16348.59773,16821.13773,17295.70773,17783.97773,18276.72773,18768.29773,19255.42773,19734.14773,20200.72773,20616.86773,21042.16773,21455.07773,21845.40773,22208.34773,22555.41773,22912.61773,23271.85773
Jamaica,JAM,181.38225,189.13225,196.84225,204.84225,213.03225,222.20225,231.89225,242.01225,251.72225,261.69225,271.99225,282.60225,292.83225,303.49225,314.15225,324.64225,336.13225,345.77225,355.97225,363.70225,370.99225,378.84225,386.30225,394.39225,401.81225,409.52225,417.35225
Japan,JPN,28856.28545,30021.91545,31197.68545,32366.57545,33596.79545,34840.64545,36097.34545,37351.91545,38571.52545,39826.10545,41101.88545,42360.88545,43656.93545,44958.03545,46258.22545,47565.91545,48853.01545,50174.72545,51412.01545,52576.70545,53791.71545,55055.53545,56353.69545,57667.38545,58933.98545,60159.22545,61368.38545
Jordan,JOR,130.97792,140.76792,153.02792,165.11792,178.73792,192.28792,206.46792,220.87792,235.40792,249.96792,265.46792,281.45792,298.32792,315.78792,335.01792,356.05792,377.15792,399.17792,420.50792,442.37792,463.53792,485.18792,509.60792,533.97792,560.40792,586.00792,611.85792
Kazakhstan,KAZ,6960.03,7224.95,7465.66,7675.95,7851.57,8019.86,8174.57,8320.78,8461.91,8577.8,8717.59,8850.19,9000.58,9167.19,9341.83,9528.56,9737.51,9953.14,10167.28,10377.51,10614.4,10840.98,11074.04,11311.27,11556.34,11786.72,12018.28
Kenya,KEN,144.5976,149.4376,154.9776,161.3176,167.8676,175.4176,184.7376,192.9976,203.0276,213.1876,223.5976,232.9576,240.9176,247.6676,255.2876,263.8476,273.4176,283.2376,293.4676,305.8076,317.9676,331.4176,343.9276,357.2476,371.5176,385.8076,400.3876
Kiribati,KIR,0.67,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,0.93,0.96,0.99,1.03,1.07,1.11,1.17,1.24,1.29,1.34,1.38,1.44,1.5,1.56,1.62,1.68,1.75,1.82
Kuwait,KWT,795.54903,805.72903,826.79903,860.04903,898.92903,953.70903,1003.81903,1058.69903,1110.39903,1164.37903,1217.89903,1275.48903,1333.66903,1393.53903,1457.01903,1528.50903,1602.21903,1677.38903,1760.04903,1847.27903,1936.82903,2027.78903,2130.03903,2228.29903,2323.62903,2427.91903,2532.52903
Kyrgyzstan,KGZ,298.73,310.86,322.07,330.68,336.9,341.43,347.12,352.73,358.68,363.35,367.98,371.87,376.82,382.25,388.12,393.71,399.21,405.83,413.48,420.27,426.65,434.3,444.42,454.25,463.85,473.81,483.92
Laos,LAO,7.72653,7.95653,8.21653,8.47653,8.74653,9.09653,9.57653,10.18653,10.87653,11.80653,12.74653,13.61653,14.76653,15.86653,17.25653,18.65653,20.20653,21.11653,22.06653,23.32653,24.96653,26.58653,28.28653,29.86653,31.81653,33.81653,35.90653
Latvia,LVA,381.10545,399.11545,413.36545,425.33545,435.73545,444.88545,454.10545,462.78545,471.08545,478.79545,485.86545,493.34545,500.85545,508.56545,516.27545,524.06545,532.35545,540.96545,549.13545,556.57545,565.10545,572.90545,580.42545,587.77545,594.92545,602.16545,609.61545
Lebanon,LBN,191.0208,199.4908,209.8408,221.5108,234.2008,247.7708,261.5208,277.1508,293.7808,310.2608,325.4908,341.6508,357.6408,375.8108,392.5908,408.7808,423.2308,436.6808,453.8908,474.7508,494.7808,515.2108,537.8208,560.3808,584.4308,607.8408,631.4708
Lesotho,LSO,1.47,3,4.59,6.22,7.89,9.6,11.34,13.11,14.91,16.73,18.58,20.46,22.37,24.3,26.28,28.29,30.33,32.4,34.53,36.75,39.03,41.36,43.76,46.19,48.66,51.06,53.31
Liberia,LBR,31.8806,32.1606,32.4406,32.7606,33.0706,33.4006,33.7406,34.0906,34.4606,34.8506,35.2706,35.7606,36.2506,36.7706,37.3906,38.1206,38.8706,39.5406,40.1006,40.6206,41.4106,42.3006,43.3306,44.2906,45.2206,46.1606,47.1306
Libya,LBY,639.33156,682.16156,719.39156,758.31156,802.41156,848.39156,892.51156,937.45156,982.89156,1027.47156,1074.55156,1122.61156,1170.40156,1219.53156,1269.85156,1321.92156,1375.15156,1425.07156,1481.04156,1538.97156,1600.88156,1640.55156,1693.19156,1749.41156,1806.36156,1865.67156,1925.88156
Liechtenstein,LIE,0.2,0.41,0.62,0.83,1.03,1.23,1.44,1.66,1.89,2.12,2.34,2.55,2.77,3,3.23,3.46,3.69,3.89,4.11,4.32,4.51,4.69,4.88,5.07,5.23,5.39,5.55
Lithuania,LTU,600.85,638.75,659.96,676.31,692.08,707.1,722.78,737.87,753.78,767.21,779.02,791.53,804.15,816.76,829.95,844.04,858.44,874.2,889.28,902.11,915.82,929.89,944.02,957.13,970,983.14,996.29
Luxembourg,LUX,445.37269,457.80269,469.99269,482.32269,493.84269,502.96269,512.13269,520.65269,528.29269,536.38269,545.05269,554.22269,564.16269,574.57269,586.36269,598.40269,610.28269,621.57269,632.73269,643.35269,654.53269,665.62269,676.44269,686.71269,696.51269,705.82269,715.42269
Macao,MAC,12.66845,13.75845,14.83845,16.01845,17.28845,18.51845,19.92845,21.41845,22.97845,24.49845,26.12845,27.81845,29.33845,30.86845,32.57845,34.40845,36.02845,37.56845,38.90845,40.97845,42.38845,43.83845,45.14845,46.32845,47.60845,48.98845,50.42845
Macedonia,MKD,291.49,301.63,312.4,322.73,333.19,344.02,355.75,366.38,379,390.71,402.76,414.75,425.68,436.98,448.16,459.43,470.36,479.85,489.24,497.93,506.53,515.92,524.88,532.72,540.22,548.03,555.95
Madagascar,MDG,32.02883,33.05883,34.05883,35.08883,36.35883,37.61883,38.97883,40.62883,42.36883,44.28883,46.15883,47.89883,49.12883,50.82883,52.63883,54.37883,56.05883,57.86883,59.75883,61.52883,63.48883,65.82883,68.52883,71.63883,74.70883,77.74883,80.76883
Malawi,MWI,16.51,17.31,18.11,19,19.92,20.84,21.75,22.71,23.64,24.58,25.45,26.31,27.16,28.08,29.01,29.89,30.8,31.69,32.75,33.7,34.84,36.02,37.12,38.34,39.62,40.89,42.18
Malaysia,MYS,708.05,776.59,851.83,943.48,1037.41,1158.44,1283.71,1408.43,1522.52,1630.37,1756,1891.51,2025.14,2183.27,2346.96,2521.3,2688.87,2873.54,3077.4,3276.11,3494.41,3714.63,3933.16,4169.48,4412.1,4661.29,4926.13
Maldives,MDV,0.95,1.1,1.33,1.53,1.73,1.98,2.27,2.6,2.9,3.32,3.77,4.23,4.82,5.33,6,6.6,7.36,8.14,8.98,9.86,10.79,11.78,12.89,13.98,15.31,16.74,18.24
Mali,MLI,9.32,9.76,10.2,10.65,11.11,11.58,12.07,12.59,13.35,14.15,14.97,15.8,16.65,17.49,18.37,19.27,20.21,21.22,22.29,23.1,24.06,25.1,26.09,27.12,28.53,29.95,31.43
Malta,MLT,32.00533,34.17533,36.49533,39.17533,41.74533,44.10533,46.55533,49.01533,51.48533,54.06533,56.48533,59.08533,61.69533,64.58533,67.34533,70.04533,72.75533,75.53533,78.31533,80.94533,83.58533,86.31533,89.13533,91.61533,94.09533,95.85533,97.67533
Marshall Islands,MHL,0,0,0.05,0.11,0.18,0.25,0.32,0.39,0.46,0.53,0.61,0.69,0.77,0.85,0.94,1.02,1.11,1.21,1.31,1.41,1.51,1.61,1.71,1.81,1.91,2.02,2.14
Martinique,MTQ,25.27686,26.67686,28.26686,29.84686,31.47686,33.11686,34.75686,36.38686,38.01686,39.64686,41.38686,43.20686,44.98686,46.98686,49.05686,51.25686,53.38686,55.31686,57.18686,59.21686,61.22686,63.44686,65.65686,67.86686,70.16686,72.55686,74.98686
Mauritania,MRT,21.71,22.63,23.6,24.58,25.72,26.79,27.9,29.02,30.14,31.29,32.46,33.73,35.08,36.47,38.01,39.6,41.21,43.05,44.98,47.1,49.34,51.73,54.38,57.05,59.76,62.48,65.3
Mauritius,MUS,20.06985,21.58985,23.29985,25.06985,26.68985,28.51985,30.46985,32.46985,34.63985,37.06985,39.75985,42.61985,45.49985,48.55985,51.64985,54.93985,58.56985,62.25985,66.02985,69.73985,73.64985,77.56985,81.52985,85.59985,89.81985,93.99985,98.10985
Mexico,MEX,7376.39471,7708.08471,8042.50471,8381.69471,8734.18471,9066.72471,9412.85471,9782.32471,10171.09471,10562.36471,10960.42471,11373.06471,11787.11471,12226.96471,12667.91471,13133.89471,13612.75471,14092.88471,14585.73471,15061.29471,15525.22471,16009.25471,16505.17471,16995.11471,17474.99471,17952.01471,18416.93471
Micronesia (country),FSM,0,0,0.1,0.2,0.3,0.41,0.52,0.63,0.75,0.86,0.98,1.15,1.29,1.43,1.57,1.69,1.81,1.95,2.07,2.23,2.34,2.46,2.6,2.74,2.89,3.05,3.22
Moldova,MDA,558.56,581.24,602.19,617.81,629.89,641.07,652.58,659.67,665.94,670.44,673.95,677.66,681.64,685.93,690.48,695.37,700.36,705.04,709.81,714.36,719.29,724.32,729.24,734.23,739.16,744.19,749.35
Mongolia,MNG,162.69541,174.84541,185.85541,195.13541,203.07541,210.98541,219.02541,226.72541,234.42541,241.97541,249.47541,257.35541,265.63541,273.66541,282.20541,290.76541,300.15541,312.20541,324.23541,337.32541,351.13541,372.61541,398.81541,437.53541,458.35541,480.38541,506.52541
Montenegro,MNE,51.84,53.64,55.56,57.23,58.85,60.56,62.57,64.73,67,68.56,70.3,72.17,74.17,76.31,78.64,80.85,83.23,85.48,88.23,90.05,92.63,95.2,97.53,99.78,101.99,104.3,106.64
Montserrat,MSR,0.48,0.51,0.54,0.57,0.6,0.63,0.67,0.7,0.73,0.76,0.79,0.82,0.86,0.9,0.94,0.98,1.02,1.06,1.11,1.16,1.23,1.27,1.31,1.36,1.41,1.46,1.51
Morocco,MAR,404.79335,429.75335,455.77335,483.96335,513.58335,543.93335,575.10335,606.94335,638.95335,672.08335,705.96335,743.64335,781.86335,819.39335,862.67335,908.40335,955.79335,1006.02335,1058.88335,1111.32335,1167.23335,1224.87335,1287.55335,1346.58335,1406.39335,1466.27335,1525.94335
Mozambique,MOZ,85.04123,86.06123,87.06123,88.14123,89.20123,90.31123,91.35123,92.47123,93.60123,94.79123,96.14123,97.72123,99.31123,101.23123,103.15123,104.97123,106.95123,109.21123,111.47123,114.00123,116.73123,119.95123,123.07123,127.09123,135.51123,144.19123,152.94123
Myanmar,MMR,199.37919,203.55919,208.43919,213.77919,220.01919,226.96919,234.21919,241.70919,249.77919,258.73919,268.81919,277.53919,286.73919,296.57919,308.99919,320.58919,333.42919,346.28919,356.07919,366.29919,378.80919,393.09919,404.15919,417.00919,438.61919,461.72919,486.07919
Namibia,NAM,0,1.06,2.21,3.6,5.18,6.81,8.56,10.36,12.27,13.93,15.57,17.59,19.35,21.22,23.18,25.49,27.82,30.18,33.5,36.57,39.67,42.5,45.88,48.51,52.26,56.03,59.93
Nauru,NRU,2.69,2.81,2.93,3.04,3.15,3.26,3.36,3.46,3.56,3.65,3.73,3.81,3.89,3.96,4.03,4.09,4.13,4.17,4.21,4.25,4.29,4.33,4.37,4.41,4.46,4.51,4.56
Nepal,NPL,12.927,13.887,15.217,16.687,18.387,20.417,22.897,25.677,27.927,31.147,34.217,37.477,40.097,42.937,45.607,48.687,51.247,53.857,57.277,61.607,66.657,72.187,78.037,84.667,92.687,101.147,110.267
Netherlands,NLD,6674.73788,6845.63788,7016.33788,7187.58788,7362.26788,7535.12788,7717.45788,7892.44788,8068.52788,8239.20788,8410.85788,8587.71788,8763.83788,8943.41788,9124.58788,9301.76788,9474.27788,9647.21788,9823.16788,9993.86788,10176.41788,10346.12788,10511.66788,10677.23788,10835.27788,11000.40788,11168.83788
New Caledonia,NCL,55.99473,57.76473,59.34473,61.18473,63.16473,65.23473,67.42473,69.25473,71.06473,73.12473,75.35473,77.24473,79.64473,82.38473,84.91473,87.73473,90.45473,93.39473,96.26473,99.23473,102.77473,106.42473,110.05473,114.29473,118.58473,123.14473,128.20473
New Zealand,NZL,877.75344,903.87344,931.98344,959.69344,987.58344,1015.73344,1045.10344,1076.46344,1106.39344,1137.92344,1170.28344,1204.87344,1239.64344,1276.14344,1312.20344,1349.84344,1387.36344,1424.01344,1461.68344,1496.47344,1531.49344,1565.82344,1601.47344,1636.56344,1672.14344,1708.05344,1743.84344
Nicaragua,NIC,55.18482,57.18482,59.57482,61.87482,64.41482,67.19482,70.06482,73.20482,76.62482,80.24482,84.00482,87.96482,91.99482,96.40482,100.82482,105.14482,109.60482,114.20482,118.62482,123.11482,127.64482,132.52482,137.14482,141.69482,146.55482,151.61482,156.74482
Niger,NER,13.96569,14.68569,15.38569,16.16569,16.93569,17.74569,18.64569,19.55569,20.51569,21.46569,22.16569,22.82569,23.52569,24.28569,25.09569,25.80569,26.49569,27.21569,28.02569,28.99569,30.16569,31.49569,33.35569,35.29569,37.42569,39.55569,41.71569
Nigeria,NGA,1299.98264,1342.22264,1388.80264,1433.90264,1469.07264,1504.88264,1544.51264,1586.80264,1624.64264,1664.89264,1740.89264,1826.55264,1920.15264,2021.68264,2125.90264,2231.88264,2330.69264,2425.67264,2521.74264,2598.41264,2689.85264,2785.47264,2883.89264,2981.95264,3078.15264,3180.89264,3283.27264
Niue,NIU,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.16,0.17,0.18,0.19,0.2
North Korea,PRK,3138.13346,3256.82346,3361.34346,3457.78346,3546.08346,3628.92346,3702.12346,3767.91346,3826.98346,3891.46346,3961.07346,4033.24346,4102.41346,4173.10346,4245.40346,4320.91346,4397.75346,4461.92346,4532.99346,4603.61346,4670.01346,4718.00346,4767.02346,4803.00346,4843.49346,4886.10346,4936.67346
Norway,NOR,1440.52447,1474.59447,1509.42447,1545.95447,1584.40447,1622.88447,1664.47447,1706.16447,1748.11447,1790.81447,1833.01447,1876.55447,1919.21447,1963.12447,2007.45447,2051.00447,2094.92447,2140.77447,2185.67447,2228.89447,2274.73447,2319.66447,2364.22447,2408.52447,2452.49447,2497.15447,2542.14447
Oman,OMN,142.39,154.15,166.22,179.67,194.96,210.84,225.93,241.4,257.95,278.64,300.52,320.79,346.24,378.6,406.56,436.43,476,519.66,562.33,603.4,650.78,704.77,763.88,825.21,886.33,951.73,1018.5
Pakistan,PAK,922.18,990.37,1063.1,1141.04,1225.81,1310.22,1404.59,1499.22,1596.8,1697.1,1803.46,1911.65,2025.64,2144.44,2275.93,2412.45,2558.41,2717.17,2876.11,3034.82,3196.08,3357.9,3521.26,3685.45,3851.61,4026.3,4215.21
Palau,PLW,0.05138,0.05138,0.28138,0.51138,0.74138,0.97138,1.20138,1.44138,1.68138,1.92138,2.17138,2.42138,2.67138,2.92138,3.17138,3.43138,3.69138,3.95138,4.20138,4.45138,4.70138,4.95138,5.20138,5.46138,5.72138,6.00138,6.29138
Palestine,PSE,0.86,1.74,2.66,3.59,4.56,5.51,6.55,7.41,8.87,10.24,11.9,13.25,14.4,15.68,17.87,20.61,22.87,25.19,27.24,29.33,31.36,33.61,35.81,38.25,41.09,43.86,46.66
Panama,PAN,85.42799,88.66799,92.90799,96.84799,101.17799,104.15799,108.77799,114.41799,120.35799,126.01799,131.80799,138.80799,144.67799,150.82799,156.62799,163.45799,170.81799,178.00799,185.37799,193.96799,203.12799,213.21799,223.32799,234.03799,242.82799,251.90799,261.15799
Papua New Guinea,PNG,40.86319,42.92319,44.97319,46.96319,49.14319,51.20319,53.39319,55.97319,58.83319,61.27319,63.93319,67.14319,70.62319,74.56319,79.04319,83.42319,87.73319,93.85319,98.64319,103.73319,108.49319,113.81319,118.88319,125.06319,131.37319,138.13319,145.20319
Paraguay,PRY,34.74157,36.87157,39.40157,42.27157,45.70157,49.66157,53.41157,57.60157,62.10157,66.60157,70.29157,74.11157,78.00157,82.07157,86.16157,89.99157,93.97157,98.10157,102.55157,107.11157,112.20157,117.52157,122.80157,128.23157,133.93157,139.85157,145.86157
Peru,PER,823.69434,843.97434,864.38434,887.98434,911.25434,935.11434,959.48434,986.93434,1014.71434,1044.04434,1074.31434,1101.45434,1128.61434,1154.97434,1186.84434,1223.95434,1258.80434,1301.72434,1342.70434,1394.36434,1451.91434,1501.50434,1556.53434,1613.64434,1675.33434,1739.37434,1807.14434
Philippines,PHL,905.33502,949.22502,997.93502,1047.37502,1102.12502,1162.78502,1224.89502,1295.99502,1365.17502,1434.27502,1507.52502,1578.51502,1649.79502,1721.16502,1795.17502,1869.94502,1937.58502,2009.69502,2088.48502,2165.98502,2250.78502,2336.21502,2427.34502,2525.39502,2630.96502,2746.29502,2874.66502
Poland,POL,17861.31972,18234.69972,18598.41972,18962.54972,19322.15972,19683.46972,20058.77972,20425.34972,20762.68972,21090.33972,21407.43972,21720.98972,22026.71972,22345.13972,22667.67972,22989.34972,23323.97972,23658.34972,23985.79972,24299.94972,24632.07972,24963.77972,25288.00972,25607.92972,25915.52972,26226.16972,26545.16972
Portugal,PRT,937.6149,984.6049,1035.8349,1085.6649,1136.2349,1190.7649,1242.5949,1297.4149,1356.7149,1423.6249,1489.3049,1554.6649,1623.8649,1687.9449,1754.8049,1823.9449,1888.3749,1950.3149,2009.9449,2066.7449,2119.3649,2170.8349,2220.4949,2268.3649,2316.1049,2368.1249,2418.7349
Puerto Rico,PRI,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919,0.20919
Qatar,QAT,293.77825,311.46825,338.24825,368.94825,399.14825,430.90825,463.17825,500.63825,533.01825,564.39825,599.09825,640.45825,681.32825,722.81825,765.72825,816.63825,880.05825,943.28825,1008.07825,1077.24825,1149.69825,1230.06825,1324.11825,1409.06825,1516.83825,1645.28825,1768.19825
Reunion,REU,18.50599,19.86599,21.40599,22.84599,24.46599,26.22599,28.16599,30.39599,32.91599,35.48599,38.34599,41.38599,44.40599,47.38599,50.38599,53.82599,57.44599,61.30599,65.24599,69.34599,73.51599,77.78599,82.03599,86.13599,90.30599,94.41599,98.45599
Romania,ROU,5600.79249,5741.83249,5872.46249,5994.58249,6114.68249,6240.14249,6368.93249,6488.94249,6592.87249,6681.07249,6774.03249,6872.52249,6971.10249,7074.15249,7175.95249,7275.54249,7377.91249,7484.36249,7587.47249,7673.58249,7755.85249,7844.31249,7930.20249,8007.15249,8084.35249,8162.36249,8240.52249
Russia,RUS,55619.99,58053.35,60066.69,61976.42,63662.02,65291.62,66873,68375.17,69851.85,71364.6,72868.89,74411.52,75942.85,77511.49,79086.83,80680.93,82334.44,83987.82,85673.09,87250.05,88913.37,90631.37,92359.69,94027.19,95696.79,97367.44,99002.15
Rwanda,RWA,9.11,9.6,10.09,10.58,11.05,11.51,11.99,12.49,12.98,13.49,14.02,14.55,15.08,15.6,16.13,16.66,17.19,17.75,18.29,18.87,19.46,20.12,20.86,21.66,22.5,23.34,24.21
Saint Helena,SHN,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3
Saint Kitts and Nevis,KNA,0.63,0.74,0.85,0.96,1.08,1.21,1.34,1.48,1.63,1.79,1.96,2.14,2.34,2.54,2.75,2.95,3.15,3.37,3.59,3.81,4.03,4.26,4.48,4.7,4.93,5.17,5.41
Saint Lucia,LCA,2.64441,2.81441,3.01441,3.23441,3.49441,3.80441,4.13441,4.44441,4.75441,5.07441,5.40441,5.76441,6.09441,6.45441,6.81441,7.18441,7.55441,7.93441,8.33441,8.71441,9.11441,9.52441,9.93441,10.34441,10.75441,11.17441,11.60441
Saint Pierre and Miquelon,SPM,1.73259,1.83259,1.93259,2.00259,2.07259,2.14259,2.21259,2.26259,2.31259,2.36259,2.41259,2.46259,2.52259,2.59259,2.65259,2.72259,2.79259,2.86259,2.93259,3.00259,3.07259,3.14259,3.21259,3.28259,3.36259,3.44259,3.52259
Saint Vincent and the Grenadines,VCT,1.25606,1.33606,1.41606,1.51606,1.63606,1.76606,1.89606,2.02606,2.18606,2.34606,2.49606,2.67606,2.86606,3.06606,3.28606,3.50606,3.72606,3.95606,4.18606,4.49606,4.71606,4.91606,5.16606,5.37606,5.58606,5.80606,6.02606
Samoa,WSM,2.11074,2.22074,2.33074,2.44074,2.55074,2.67074,2.79074,2.92074,3.05074,3.19074,3.33074,3.48074,3.63074,3.78074,3.93074,4.09074,4.25074,4.42074,4.60074,4.79074,4.98074,5.18074,5.38074,5.58074,5.78074,5.99074,6.21074
Sao Tome and Principe,STP,0.88404,0.93404,0.98404,1.03404,1.08404,1.13404,1.18404,1.23404,1.28404,1.33404,1.38404,1.43404,1.49404,1.56404,1.63404,1.71404,1.79404,1.87404,1.95404,2.04404,2.14404,2.24404,2.35404,2.46404,2.57404,2.68404,2.80404
Saudi Arabia,SAU,3169.52305,3437.07305,3722.37305,4035.93305,4343.64305,4578.61305,4837.15305,5053.21305,5260.72305,5486.99305,5783.68305,6080.65305,6406.79305,6733.79305,7129.30305,7526.62305,7959.00305,8346.46305,8776.28305,9244.86305,9762.93305,10262.40305,10826.78305,11367.38305,11967.94305,12591.76305,13226.13305
Senegal,SEN,62.21599,65.63599,69.11599,72.70599,76.60599,80.09599,83.83599,87.09599,90.52599,94.22599,98.16599,102.49599,107.00599,111.97599,117.20599,123.01599,127.74599,132.92599,138.01599,142.59599,150.33599,158.69599,166.60599,175.02599,183.87599,192.74599,201.74599
Serbia,SRB,1174.66,1215.54,1258.94,1296.73,1333.49,1372.32,1417.77,1466.61,1518.03,1553.49,1592.88,1635.2,1680.44,1728.82,1781.7,1831.75,1885.71,1938.12,1990.17,2036.31,2082.23,2131.41,2175.44,2220.29,2257.93,2297.12,2336.74
Seychelles,SYC,2.26,2.43,2.6,2.78,2.98,3.18,3.41,3.75,4.18,4.69,5.26,5.89,6.43,6.98,7.72,8.41,9.14,9.78,10.47,10.99,11.43,11.77,12.21,12.61,13.1,13.6,14.12
Sierra Leone,SLE,18.8282,19.3782,19.8282,20.2782,20.7882,21.1882,21.6582,22.0982,22.5082,22.8782,23.3082,23.8782,24.4882,25.1382,25.7782,26.3282,27.0582,27.6982,28.3582,29.0082,29.7382,30.6382,31.6682,32.8582,34.1682,35.4882,36.8482
Singapore,SGP,669.74333,714.97333,763.36333,814.51333,876.14333,918.28333,967.94333,1026.32333,1074.90333,1124.93333,1173.90333,1223.40333,1270.59333,1301.70333,1330.15333,1360.48333,1391.25333,1411.16333,1447.27333,1503.16333,1558.76333,1603.94333,1640.28333,1695.91333,1752.24333,1812.92333,1875.56333
Sint Maarten (Dutch part),SXM,33.62,34.05,34.4,34.95,35.47,35.99,36.48,36.99,37.02,37.23,37.79,38.36,38.91,39.46,40.03,40.6,41.19,41.86,42.5,43.16,43.61,44.19,44.89,45.6,46.33,47.09,47.87
Slovakia,SVK,1610.88,1664.43,1713.51,1760.08,1803.82,1848.6,1893.68,1938.82,1982.94,2026.22,2067.49,2111.06,2152.8,2195,2237.73,2280.48,2322.97,2363.85,2405.23,2442.82,2481.36,2519.17,2555.17,2590.71,2624.15,2657.97,2692.07
Slovenia,SVN,335.95,349.95,363.95,378.24,392.87,408.11,424.02,440.25,456.2,471.52,486.95,503.31,519.82,536.09,552.72,569.65,586.77,604.03,622.24,638.56,654.92,671.27,687.08,702.25,715.76,729.36,743.24
Solomon Islands,SLB,2.51505,2.66505,2.80505,2.94505,3.08505,3.22505,3.36505,3.50505,3.64505,3.79505,3.94505,4.10505,4.26505,4.42505,4.58505,4.74505,4.90505,5.08505,5.27505,5.46505,5.66505,5.86505,6.06505,6.26505,6.46505,6.68505,6.91505
Somalia,SOM,14.92215,15.63215,16.31215,16.95215,17.58215,18.17215,18.74215,19.28215,19.79215,20.28215,20.76215,21.26215,21.85215,22.44215,23.03215,23.62215,24.21215,24.82215,25.42215,26.02215,26.63215,27.23215,27.84215,28.45215,29.06215,29.67215,30.31215
South Africa,ZAF,8626.02854,8952.16854,9253.60854,9574.39854,9913.28854,10275.24854,10639.34854,11025.16854,11402.58854,11777.51854,12155.87854,12527.61854,12883.96854,13288.09854,13737.91854,14154.48854,14602.01854,15068.21854,15564.58854,16067.28854,16540.99854,17011.19854,17479.58854,17945.57854,18434.94854,18896.46854,19364.16854
South Korea,KOR,3159.70293,3420.97293,3705.02293,4026.71293,4370.47293,4744.93293,5148.38293,5578.06293,5942.60293,6342.14293,6789.33293,7239.16293,7704.41293,8170.24293,8652.12293,9114.66293,9584.93293,10080.20293,10587.37293,11095.82293,11662.07293,12250.99293,12834.48293,13426.49293,14013.17293,14605.16293,15200.55293
South Sudan,SSD,9.46,9.87,10.23,10.48,10.83,11.19,11.56,12.01,12.4,12.82,13.28,13.81,14.49,15.25,16.2,17.11,18.11,19.29,20.53,21.83,23.16,24.46,25.79,27.24,28.73,30.23,31.79
Spain,ESP,6245.78533,6486.70533,6736.29533,6977.41533,7231.03533,7498.31533,7753.22533,8020.86533,8296.97533,8596.83533,8908.76533,9222.59533,9556.50533,9894.61533,10249.88533,10620.39533,10982.13533,11351.45533,11688.81533,11986.89533,12271.26533,12555.82533,12836.32533,13089.22533,13343.86533,13615.59533,13876.66533
Sri Lanka,LKA,122.27884,126.44884,131.62884,136.66884,142.18884,148.08884,155.14884,162.75884,170.57884,179.18884,189.41884,199.85884,210.90884,221.97884,234.26884,246.35884,258.32884,270.66884,282.86884,296.02884,309.27884,324.39884,340.41884,355.89884,374.27884,393.84884,415.00884
